gene_id	length
ECEF_Eye_TRINITY_DN19685_c0_g1	684.00
ECEF_Eye_TRINITY_DN19687_c0_g1	1043.00
ECEF_Eye_TRINITY_DN19691_c0_g1	1718.00
ECEF_Eye_TRINITY_DN19696_c0_g1	2237.00
ECEF_Eye_TRINITY_DN19700_c0_g1	2141.00
ECEF_Eye_TRINITY_DN19707_c0_g1	2275.00
ECEF_Eye_TRINITY_DN19715_c0_g1	3381.00
ECEF_Eye_TRINITY_DN19720_c1_g5	786.00
ECEF_Eye_TRINITY_DN19721_c1_g1	583.00
ECEF_Eye_TRINITY_DN19721_c2_g1	3303.00
ECEF_Eye_TRINITY_DN19723_c0_g1	2800.00
ECEF_Eye_TRINITY_DN19730_c0_g4	2524.00
ECEF_Eye_TRINITY_DN19732_c1_g1	1114.00
ECEF_Eye_TRINITY_DN19736_c0_g1	1593.00
ECEF_Eye_TRINITY_DN19741_c4_g2	1288.00
ECEF_Eye_TRINITY_DN19749_c0_g1	4011.00
ECEF_Eye_TRINITY_DN19753_c1_g3	1111.00
ECEF_Eye_TRINITY_DN19753_c1_g6	1121.00
ECEF_Eye_TRINITY_DN19756_c0_g2	2989.00
ECEF_Eye_TRINITY_DN19756_c0_g4	3990.00
ECEF_Eye_TRINITY_DN19757_c2_g1	2370.00
ECEF_Eye_TRINITY_DN19758_c2_g1	650.00
ECEF_Eye_TRINITY_DN19758_c3_g1	2394.00
ECEF_Eye_TRINITY_DN19760_c0_g3	1999.29
ECEF_Eye_TRINITY_DN19765_c0_g3	1319.00
ECEF_Eye_TRINITY_DN19772_c0_g2	5652.00
ECEF_Eye_TRINITY_DN19773_c0_g1	3137.00
ECEF_Eye_TRINITY_DN19776_c0_g1	2584.00
ECEF_Eye_TRINITY_DN19784_c7_g1	2917.00
ECEF_Eye_TRINITY_DN19796_c0_g1	997.00
ECEF_Eye_TRINITY_DN19812_c0_g1	844.00
ECEF_Eye_TRINITY_DN19813_c0_g1	438.00
ECEF_Eye_TRINITY_DN19817_c0_g1	2194.00
ECEF_Eye_TRINITY_DN19820_c0_g1	1916.83
ECEF_Eye_TRINITY_DN19823_c0_g1	1628.00
ECEF_Eye_TRINITY_DN19824_c0_g5	932.00
ECEF_Eye_TRINITY_DN19826_c1_g1	3317.00
ECEF_Eye_TRINITY_DN19828_c0_g1	3177.00
ECEF_Eye_TRINITY_DN19834_c2_g1	2949.00
ECEF_Eye_TRINITY_DN19842_c6_g1	1714.00
ECEF_Eye_TRINITY_DN19850_c0_g1	7165.00
ECEF_Eye_TRINITY_DN19853_c0_g1	1816.00
ECEF_Eye_TRINITY_DN19860_c0_g2	4175.02
ECEF_Eye_TRINITY_DN19861_c2_g1	4504.00
ECEF_Eye_TRINITY_DN19867_c0_g1	2380.00
ECEF_Eye_TRINITY_DN19869_c0_g1	2104.00
ECEF_Eye_TRINITY_DN19874_c1_g1	2801.00
ECEF_Eye_TRINITY_DN19875_c1_g2	913.00
ECEF_Eye_TRINITY_DN19878_c0_g1	3291.00
ECEF_Eye_TRINITY_DN19888_c0_g1	9403.00
ECEF_Eye_TRINITY_DN19892_c0_g1	6198.00
ECEF_Eye_TRINITY_DN19893_c0_g2	5885.00
ECEF_Eye_TRINITY_DN19894_c0_g1	918.00
ECEF_Eye_TRINITY_DN19894_c0_g3	708.00
ECEF_Eye_TRINITY_DN19894_c0_g4	659.00
ECEF_Eye_TRINITY_DN19900_c0_g1	3069.00
ECEF_Eye_TRINITY_DN19901_c1_g1	1994.00
ECEF_Eye_TRINITY_DN19904_c0_g2	412.00
ECEF_Eye_TRINITY_DN19910_c0_g1	2411.00
ECEF_Eye_TRINITY_DN19914_c0_g1	2917.00
ECEF_Eye_TRINITY_DN19918_c0_g1	2398.00
ECEF_Eye_TRINITY_DN19922_c0_g1	860.00
ECEF_Eye_TRINITY_DN19930_c3_g2	2724.00
ECEF_Eye_TRINITY_DN19930_c4_g1	2484.00
ECEF_Eye_TRINITY_DN19941_c0_g1	2910.20
ECEF_Eye_TRINITY_DN19944_c0_g1	1519.51
ECEF_Eye_TRINITY_DN19949_c0_g1	3347.00
ECEF_Eye_TRINITY_DN19952_c1_g5	2294.00
ECEF_Eye_TRINITY_DN19953_c0_g1	415.00
ECEF_Eye_TRINITY_DN19953_c0_g2	2960.00
ECEF_Eye_TRINITY_DN19953_c0_g3	795.00
ECEF_Eye_TRINITY_DN19963_c0_g1	2736.00
ECEF_Eye_TRINITY_DN19964_c0_g1	3227.00
ECEF_Eye_TRINITY_DN19979_c0_g1	4022.00
ECEF_Eye_TRINITY_DN19980_c1_g3	951.00
ECEF_Eye_TRINITY_DN19980_c1_g4	627.00
ECEF_Eye_TRINITY_DN19987_c0_g1	3466.00
ECEF_Eye_TRINITY_DN19987_c1_g1	3661.00
ECEF_Eye_TRINITY_DN1998_c0_g1	440.00
ECEF_Eye_TRINITY_DN19991_c3_g1	6185.00
ECEF_Eye_TRINITY_DN19994_c0_g2	3488.00
ECEF_Eye_TRINITY_DN20000_c0_g1	1599.00
ECEF_Eye_TRINITY_DN20004_c1_g1	946.82
ECEF_Eye_TRINITY_DN20008_c1_g1	515.00
ECEF_Eye_TRINITY_DN20010_c0_g1	1885.00
ECEF_Eye_TRINITY_DN20011_c0_g1	1695.00
ECEF_Eye_TRINITY_DN20013_c0_g1	1765.00
ECEF_Eye_TRINITY_DN20014_c0_g3	1654.00
ECEF_Eye_TRINITY_DN20017_c2_g2	770.84
ECEF_Eye_TRINITY_DN20017_c2_g4	2624.00
ECEF_Eye_TRINITY_DN20021_c4_g1	766.00
ECEF_Eye_TRINITY_DN20026_c3_g1	1696.00
ECEF_Eye_TRINITY_DN20027_c4_g2	721.00
ECEF_Eye_TRINITY_DN20030_c0_g3	2407.00
ECEF_Eye_TRINITY_DN20031_c0_g1	2566.00
ECEF_Eye_TRINITY_DN20032_c3_g2	2119.19
ECEF_Eye_TRINITY_DN20033_c0_g1	1271.15
ECEF_Eye_TRINITY_DN20035_c0_g1	5921.00
ECEF_Eye_TRINITY_DN20036_c0_g1	4169.00
ECEF_Eye_TRINITY_DN20044_c0_g1	3727.00
ECEF_Eye_TRINITY_DN20047_c0_g1	3046.00
ECEF_Eye_TRINITY_DN20049_c0_g1	1810.00
ECEF_Eye_TRINITY_DN20055_c1_g1	1478.00
ECEF_Eye_TRINITY_DN20055_c2_g1	2655.00
ECEF_Eye_TRINITY_DN20055_c3_g1	3241.00
ECEF_Eye_TRINITY_DN20057_c0_g1	2137.00
ECEF_Eye_TRINITY_DN20057_c0_g2	3175.00
ECEF_Eye_TRINITY_DN20058_c0_g1	2652.00
ECEF_Eye_TRINITY_DN20070_c1_g1	4459.00
ECEF_Eye_TRINITY_DN20071_c0_g1	2060.00
ECEF_Eye_TRINITY_DN20077_c1_g1	3445.00
ECEF_Eye_TRINITY_DN20079_c0_g1	1890.00
ECEF_Eye_TRINITY_DN20079_c0_g2	4217.00
ECEF_Eye_TRINITY_DN20084_c0_g1	1579.00
ECEF_Eye_TRINITY_DN20096_c1_g1	1254.00
ECEF_Eye_TRINITY_DN20103_c0_g1	723.00
ECEF_Eye_TRINITY_DN20111_c2_g1	901.00
ECEF_Eye_TRINITY_DN20121_c0_g4	502.00
ECEF_Eye_TRINITY_DN20123_c0_g1	610.00
ECEF_Eye_TRINITY_DN20126_c3_g2	2708.00
ECEF_Eye_TRINITY_DN20130_c0_g3	815.00
ECEF_Eye_TRINITY_DN20134_c0_g1	2285.00
ECEF_Eye_TRINITY_DN20141_c0_g1	1789.00
ECEF_Eye_TRINITY_DN20145_c6_g1	1380.00
ECEF_Eye_TRINITY_DN20146_c2_g1	3703.00
ECEF_Eye_TRINITY_DN20149_c3_g2	4669.00
ECEF_Eye_TRINITY_DN20149_c4_g1	6341.00
ECEF_Eye_TRINITY_DN2014_c0_g1	495.00
ECEF_Eye_TRINITY_DN20153_c0_g1	1787.00
ECEF_Eye_TRINITY_DN20156_c3_g1	1355.00
ECEF_Eye_TRINITY_DN20161_c2_g5	1861.00
ECEF_Eye_TRINITY_DN20163_c0_g1	5019.00
ECEF_Eye_TRINITY_DN20164_c2_g2	3616.00
ECEF_Eye_TRINITY_DN20166_c0_g1	972.00
ECEF_Eye_TRINITY_DN20166_c0_g5	2151.00
ECEF_Eye_TRINITY_DN20166_c0_g6	2468.00
ECEF_Eye_TRINITY_DN20174_c0_g1	2291.00
ECEF_Eye_TRINITY_DN20175_c0_g1	1577.00
ECEF_Eye_TRINITY_DN20176_c2_g1	1249.00
ECEF_Eye_TRINITY_DN20178_c0_g1	2420.00
ECEF_Eye_TRINITY_DN20179_c1_g1	2555.00
ECEF_Eye_TRINITY_DN20187_c1_g2	506.00
ECEF_Eye_TRINITY_DN20188_c1_g2	1155.00
ECEF_Eye_TRINITY_DN20190_c0_g1	2428.00
ECEF_Eye_TRINITY_DN20192_c0_g1	2158.00
ECEF_Eye_TRINITY_DN20193_c0_g1	2707.00
ECEF_Eye_TRINITY_DN20194_c0_g2	3273.00
ECEF_Eye_TRINITY_DN20197_c0_g2	574.00
ECEF_Eye_TRINITY_DN20200_c0_g1	2954.00
ECEF_Eye_TRINITY_DN20201_c0_g1	3665.00
ECEF_Eye_TRINITY_DN20206_c1_g2	1109.00
ECEF_Eye_TRINITY_DN20212_c0_g1	2487.00
ECEF_Eye_TRINITY_DN20213_c0_g1	5472.33
ECEF_Eye_TRINITY_DN20215_c0_g1	3251.00
ECEF_Eye_TRINITY_DN20217_c4_g2	5385.00
ECEF_Eye_TRINITY_DN20218_c0_g1	1883.00
ECEF_Eye_TRINITY_DN20221_c3_g1	3872.00
ECEF_Eye_TRINITY_DN20227_c0_g1	3009.00
ECEF_Eye_TRINITY_DN20229_c0_g1	1469.00
ECEF_Eye_TRINITY_DN20233_c2_g1	5210.22
ECEF_Eye_TRINITY_DN20234_c1_g1	4715.22
ECEF_Eye_TRINITY_DN20237_c4_g1	2660.00
ECEF_Eye_TRINITY_DN20241_c1_g2	1632.00
ECEF_Eye_TRINITY_DN20244_c1_g1	3446.00
ECEF_Eye_TRINITY_DN20249_c1_g2	4428.00
ECEF_Eye_TRINITY_DN20255_c0_g1	3927.00
ECEF_Eye_TRINITY_DN20265_c0_g1	839.00
ECEF_Eye_TRINITY_DN20267_c0_g1	1029.53
ECEF_Eye_TRINITY_DN20274_c0_g1	3388.00
ECEF_Eye_TRINITY_DN20275_c1_g1	1746.00
ECEF_Eye_TRINITY_DN20278_c1_g4	1755.00
ECEF_Eye_TRINITY_DN20280_c0_g1	455.00
ECEF_Eye_TRINITY_DN20280_c0_g2	2722.00
ECEF_Eye_TRINITY_DN20280_c0_g3	538.00
ECEF_Eye_TRINITY_DN20291_c0_g1	491.00
ECEF_Eye_TRINITY_DN20291_c1_g1	916.00
ECEF_Eye_TRINITY_DN20298_c2_g3	1598.00
ECEF_Eye_TRINITY_DN2029_c0_g1	545.00
ECEF_Eye_TRINITY_DN20300_c0_g1	2768.00
ECEF_Eye_TRINITY_DN20306_c1_g2	1828.00
ECEF_Eye_TRINITY_DN20310_c0_g1	4367.00
ECEF_Eye_TRINITY_DN20311_c1_g1	2710.00
ECEF_Eye_TRINITY_DN20315_c1_g1	2621.00
ECEF_Eye_TRINITY_DN20320_c1_g1	3713.00
ECEF_Eye_TRINITY_DN20326_c0_g1	4518.00
ECEF_Eye_TRINITY_DN20327_c0_g1	3388.00
ECEF_Eye_TRINITY_DN20337_c4_g1	3867.00
ECEF_Eye_TRINITY_DN20339_c0_g1	926.00
ECEF_Eye_TRINITY_DN20341_c0_g2	1768.02
ECEF_Eye_TRINITY_DN20344_c0_g1	3894.00
ECEF_Eye_TRINITY_DN20346_c0_g1	3927.00
ECEF_Eye_TRINITY_DN20347_c0_g1	2704.00
ECEF_Eye_TRINITY_DN20350_c1_g1	3773.00
ECEF_Eye_TRINITY_DN20353_c3_g1	2436.00
ECEF_Eye_TRINITY_DN20359_c0_g1	2479.00
ECEF_Eye_TRINITY_DN20362_c0_g2	1932.00
ECEF_Eye_TRINITY_DN20364_c0_g4	4201.00
ECEF_Eye_TRINITY_DN20367_c0_g1	527.00
ECEF_Eye_TRINITY_DN20368_c0_g1	4272.00
ECEF_Eye_TRINITY_DN20369_c0_g1	2105.00
ECEF_Eye_TRINITY_DN2037_c0_g2	917.00
ECEF_Eye_TRINITY_DN20380_c4_g2	1838.00
ECEF_Eye_TRINITY_DN20394_c0_g1	1665.00
ECEF_Eye_TRINITY_DN20397_c0_g2	1455.00
ECEF_Eye_TRINITY_DN20398_c0_g1	2094.00
ECEF_Eye_TRINITY_DN203_c0_g1	549.00
ECEF_Eye_TRINITY_DN20406_c0_g1	3867.00
ECEF_Eye_TRINITY_DN20408_c0_g1	2989.00
ECEF_Eye_TRINITY_DN20412_c0_g1	3490.00
ECEF_Eye_TRINITY_DN20417_c0_g2	798.00
ECEF_Eye_TRINITY_DN20417_c2_g2	450.00
ECEF_Eye_TRINITY_DN20422_c2_g1	745.00
ECEF_Eye_TRINITY_DN20422_c2_g2	689.00
ECEF_Eye_TRINITY_DN20422_c2_g4	576.00
ECEF_Eye_TRINITY_DN20424_c0_g1	2126.00
ECEF_Eye_TRINITY_DN20428_c1_g3	1521.00
ECEF_Eye_TRINITY_DN20428_c1_g4	1010.00
ECEF_Eye_TRINITY_DN20431_c0_g3	582.00
ECEF_Eye_TRINITY_DN20432_c0_g1	1789.00
ECEF_Eye_TRINITY_DN20433_c0_g1	1106.00
ECEF_Eye_TRINITY_DN20434_c0_g1	1912.00
ECEF_Eye_TRINITY_DN20435_c0_g2	2392.00
ECEF_Eye_TRINITY_DN20435_c0_g3	2074.00
ECEF_Eye_TRINITY_DN20436_c1_g1	2720.00
ECEF_Eye_TRINITY_DN20437_c6_g1	2382.00
ECEF_Eye_TRINITY_DN20438_c0_g1	1857.00
ECEF_Eye_TRINITY_DN20441_c3_g1	2736.00
ECEF_Eye_TRINITY_DN20441_c3_g2	4617.00
ECEF_Eye_TRINITY_DN20445_c0_g1	5765.48
ECEF_Eye_TRINITY_DN20446_c0_g1	3117.00
ECEF_Eye_TRINITY_DN20450_c0_g1	3469.00
ECEF_Eye_TRINITY_DN20454_c0_g1	2727.36
ECEF_Eye_TRINITY_DN20455_c1_g1	1423.00
ECEF_Eye_TRINITY_DN20456_c1_g1	9116.00
ECEF_Eye_TRINITY_DN20459_c0_g1	1855.00
ECEF_Eye_TRINITY_DN20462_c0_g4	707.00
ECEF_Eye_TRINITY_DN20470_c2_g2	3386.82
ECEF_Eye_TRINITY_DN20477_c2_g2	1492.00
ECEF_Eye_TRINITY_DN20480_c5_g1	3589.00
ECEF_Eye_TRINITY_DN20484_c0_g1	3905.00
ECEF_Eye_TRINITY_DN20489_c2_g4	607.00
ECEF_Eye_TRINITY_DN20491_c3_g1	4326.00
ECEF_Eye_TRINITY_DN20501_c0_g1	2727.00
ECEF_Eye_TRINITY_DN20504_c0_g1	1636.00
ECEF_Eye_TRINITY_DN20509_c0_g3	5193.00
ECEF_Eye_TRINITY_DN20511_c1_g1	702.00
ECEF_Eye_TRINITY_DN20511_c1_g5	2182.00
ECEF_Eye_TRINITY_DN20514_c0_g1	3704.00
ECEF_Eye_TRINITY_DN20516_c0_g1	2795.00
ECEF_Eye_TRINITY_DN20519_c0_g2	1981.50
ECEF_Eye_TRINITY_DN20519_c0_g6	604.00
ECEF_Eye_TRINITY_DN20522_c0_g1	2457.00
ECEF_Eye_TRINITY_DN20527_c1_g2	4367.00
ECEF_Eye_TRINITY_DN20539_c0_g1	2642.00
ECEF_Eye_TRINITY_DN20540_c1_g1	1205.00
ECEF_Eye_TRINITY_DN20550_c0_g5	555.00
ECEF_Eye_TRINITY_DN20554_c0_g2	1235.00
ECEF_Eye_TRINITY_DN20566_c0_g1	6413.00
ECEF_Eye_TRINITY_DN20571_c3_g1	1128.00
ECEF_Eye_TRINITY_DN20574_c0_g1	6056.00
ECEF_Eye_TRINITY_DN20575_c1_g1	851.00
ECEF_Eye_TRINITY_DN20579_c0_g1	3586.00
ECEF_Eye_TRINITY_DN20580_c0_g1	1721.00
ECEF_Eye_TRINITY_DN20581_c1_g2	1752.00
ECEF_Eye_TRINITY_DN20581_c1_g4	1403.00
ECEF_Eye_TRINITY_DN20600_c0_g1	2515.00
ECEF_Eye_TRINITY_DN20603_c0_g1	4001.00
ECEF_Eye_TRINITY_DN20607_c3_g1	2242.00
ECEF_Eye_TRINITY_DN20612_c3_g1	2370.00
ECEF_Eye_TRINITY_DN20615_c4_g2	1827.00
ECEF_Eye_TRINITY_DN20621_c0_g1	4414.00
ECEF_Eye_TRINITY_DN20629_c0_g1	8627.00
ECEF_Eye_TRINITY_DN20630_c0_g1	5439.98
ECEF_Eye_TRINITY_DN20634_c0_g2	2507.00
ECEF_Eye_TRINITY_DN20635_c0_g1	1650.00
ECEF_Eye_TRINITY_DN20637_c0_g1	4350.00
ECEF_Eye_TRINITY_DN20642_c0_g1	4553.00
ECEF_Eye_TRINITY_DN20649_c2_g1	1546.00
ECEF_Eye_TRINITY_DN20658_c0_g1	5872.00
ECEF_Eye_TRINITY_DN20666_c0_g1	1796.00
ECEF_Eye_TRINITY_DN20668_c0_g1	3302.00
ECEF_Eye_TRINITY_DN20670_c1_g1	600.00
ECEF_Eye_TRINITY_DN20671_c0_g1	1926.44
ECEF_Eye_TRINITY_DN20672_c0_g1	3038.00
ECEF_Eye_TRINITY_DN20674_c0_g1	1237.00
ECEF_Eye_TRINITY_DN20677_c0_g1	5746.74
ECEF_Eye_TRINITY_DN20679_c1_g3	2310.00
ECEF_Eye_TRINITY_DN20680_c0_g1	5756.00
ECEF_Eye_TRINITY_DN20688_c4_g2	2180.00
ECEF_Eye_TRINITY_DN20692_c0_g3	6590.50
ECEF_Eye_TRINITY_DN20696_c2_g2	1059.00
ECEF_Eye_TRINITY_DN20697_c2_g2	2306.00
ECEF_Eye_TRINITY_DN20702_c0_g1	4637.00
ECEF_Eye_TRINITY_DN20704_c0_g1	3303.00
ECEF_Eye_TRINITY_DN20705_c3_g2	601.00
ECEF_Eye_TRINITY_DN20711_c1_g1	8427.00
ECEF_Eye_TRINITY_DN20714_c1_g3	1836.00
ECEF_Eye_TRINITY_DN20714_c1_g5	603.00
ECEF_Eye_TRINITY_DN20719_c0_g1	5337.00
ECEF_Eye_TRINITY_DN20721_c1_g2	5945.00
ECEF_Eye_TRINITY_DN20724_c0_g1	1157.00
ECEF_Eye_TRINITY_DN20725_c1_g1	2067.00
ECEF_Eye_TRINITY_DN20727_c0_g1	2353.00
ECEF_Eye_TRINITY_DN20727_c1_g3	2320.00
ECEF_Eye_TRINITY_DN20737_c0_g2	1899.00
ECEF_Eye_TRINITY_DN20743_c0_g1	3647.00
ECEF_Eye_TRINITY_DN20743_c0_g2	2742.00
ECEF_Eye_TRINITY_DN20744_c0_g1	1757.00
ECEF_Eye_TRINITY_DN20745_c0_g1	1229.00
ECEF_Eye_TRINITY_DN20745_c0_g2	4033.00
ECEF_Eye_TRINITY_DN20748_c4_g3	884.00
ECEF_Eye_TRINITY_DN20751_c0_g1	4503.00
ECEF_Eye_TRINITY_DN20757_c4_g2	1057.00
ECEF_Eye_TRINITY_DN20767_c0_g1	4055.00
ECEF_Eye_TRINITY_DN20771_c0_g1	3330.00
ECEF_Eye_TRINITY_DN20778_c0_g1	1421.00
ECEF_Eye_TRINITY_DN20782_c0_g2	4014.00
ECEF_Eye_TRINITY_DN20783_c3_g2	3498.00
ECEF_Eye_TRINITY_DN20794_c0_g2	1816.00
ECEF_Eye_TRINITY_DN20795_c0_g2	2660.00
ECEF_Eye_TRINITY_DN20796_c0_g1	1866.00
ECEF_Eye_TRINITY_DN20802_c0_g1	1439.00
ECEF_Eye_TRINITY_DN20803_c5_g1	4390.00
ECEF_Eye_TRINITY_DN20805_c0_g1	4312.00
ECEF_Eye_TRINITY_DN20806_c0_g1	6043.63
ECEF_Eye_TRINITY_DN20811_c0_g1	3034.00
ECEF_Eye_TRINITY_DN20813_c0_g1	2825.00
ECEF_Eye_TRINITY_DN20819_c2_g1	920.00
ECEF_Eye_TRINITY_DN20819_c2_g2	995.00
ECEF_Eye_TRINITY_DN20819_c3_g1	3823.00
ECEF_Eye_TRINITY_DN20820_c2_g1	1311.00
ECEF_Eye_TRINITY_DN20821_c0_g1	4112.00
ECEF_Eye_TRINITY_DN20825_c0_g1	3400.00
ECEF_Eye_TRINITY_DN20829_c1_g1	3089.00
ECEF_Eye_TRINITY_DN20831_c2_g2	3248.00
ECEF_Eye_TRINITY_DN20836_c0_g1	1798.00
ECEF_Eye_TRINITY_DN20837_c0_g2	1510.00
ECEF_Eye_TRINITY_DN20841_c0_g1	4456.00
ECEF_Eye_TRINITY_DN20842_c0_g2	984.00
ECEF_Eye_TRINITY_DN20847_c2_g2	2134.00
ECEF_Eye_TRINITY_DN20851_c0_g4	1086.00
ECEF_Eye_TRINITY_DN20852_c0_g1	898.00
ECEF_Eye_TRINITY_DN20853_c0_g2	2380.00
ECEF_Eye_TRINITY_DN20856_c0_g2	1058.00
ECEF_Eye_TRINITY_DN20861_c7_g1	1518.02
ECEF_Eye_TRINITY_DN20863_c1_g1	3207.00
ECEF_Eye_TRINITY_DN20866_c0_g2	1411.00
ECEF_Eye_TRINITY_DN20867_c0_g1	2685.00
ECEF_Eye_TRINITY_DN20873_c2_g1	744.00
ECEF_Eye_TRINITY_DN20877_c1_g1	1955.00
ECEF_Eye_TRINITY_DN2087_c0_g1	569.00
ECEF_Eye_TRINITY_DN20886_c0_g1	4292.00
ECEF_Eye_TRINITY_DN20886_c1_g1	2890.00
ECEF_Eye_TRINITY_DN20895_c0_g2	3081.00
ECEF_Eye_TRINITY_DN20896_c0_g2	2205.00
ECEF_Eye_TRINITY_DN20898_c4_g1	3205.00
ECEF_Eye_TRINITY_DN20899_c0_g3	2078.00
ECEF_Eye_TRINITY_DN20906_c0_g1	2932.00
ECEF_Eye_TRINITY_DN20907_c1_g1	3883.00
ECEF_Eye_TRINITY_DN20911_c0_g1	1236.26
ECEF_Eye_TRINITY_DN20914_c0_g1	1497.00
ECEF_Eye_TRINITY_DN20923_c0_g1	1424.00
ECEF_Eye_TRINITY_DN2092_c0_g1	749.00
ECEF_Eye_TRINITY_DN20930_c2_g2	1389.00
ECEF_Eye_TRINITY_DN20936_c0_g3	4997.00
ECEF_Eye_TRINITY_DN20937_c2_g2	1238.00
ECEF_Eye_TRINITY_DN20939_c0_g1	6680.00
ECEF_Eye_TRINITY_DN20941_c1_g1	985.00
ECEF_Eye_TRINITY_DN20947_c0_g2	1174.00
ECEF_Eye_TRINITY_DN20948_c1_g1	1983.00
ECEF_Eye_TRINITY_DN20950_c0_g1	613.00
ECEF_Eye_TRINITY_DN20953_c1_g2	1398.00
ECEF_Eye_TRINITY_DN20954_c0_g2	8808.00
ECEF_Eye_TRINITY_DN20957_c0_g1	2791.20
ECEF_Eye_TRINITY_DN20961_c0_g1	515.30
ECEF_Eye_TRINITY_DN20961_c0_g2	423.00
ECEF_Eye_TRINITY_DN20962_c0_g1	554.00
ECEF_Eye_TRINITY_DN20966_c0_g1	3297.00
ECEF_Eye_TRINITY_DN20967_c0_g1	6271.00
ECEF_Eye_TRINITY_DN20968_c1_g1	3629.00
ECEF_Eye_TRINITY_DN20972_c0_g1	1446.00
ECEF_Eye_TRINITY_DN20975_c3_g1	1926.00
ECEF_Eye_TRINITY_DN20976_c0_g2	1196.00
ECEF_Eye_TRINITY_DN20990_c0_g2	2787.00
ECEF_Eye_TRINITY_DN20991_c0_g1	417.00
ECEF_Eye_TRINITY_DN21002_c2_g1	1156.00
ECEF_Eye_TRINITY_DN21010_c0_g2	5242.20
ECEF_Eye_TRINITY_DN21014_c0_g1	1425.16
ECEF_Eye_TRINITY_DN21014_c1_g1	3110.00
ECEF_Eye_TRINITY_DN21014_c1_g2	2182.00
ECEF_Eye_TRINITY_DN21016_c3_g1	4106.00
ECEF_Eye_TRINITY_DN21019_c0_g4	2216.00
ECEF_Eye_TRINITY_DN21025_c1_g1	2267.00
ECEF_Eye_TRINITY_DN21031_c0_g1	1963.00
ECEF_Eye_TRINITY_DN21034_c4_g2	477.00
ECEF_Eye_TRINITY_DN21035_c1_g1	2992.00
ECEF_Eye_TRINITY_DN21042_c0_g1	2734.00
ECEF_Eye_TRINITY_DN21044_c0_g1	5264.00
ECEF_Eye_TRINITY_DN21045_c0_g1	1229.00
ECEF_Eye_TRINITY_DN21047_c0_g2	449.00
ECEF_Eye_TRINITY_DN21048_c1_g1	1681.00
ECEF_Eye_TRINITY_DN21049_c0_g5	1742.00
ECEF_Eye_TRINITY_DN21050_c0_g1	454.00
ECEF_Eye_TRINITY_DN21054_c0_g2	3001.00
ECEF_Eye_TRINITY_DN21056_c0_g1	2756.00
ECEF_Eye_TRINITY_DN21068_c0_g1	409.00
ECEF_Eye_TRINITY_DN21069_c1_g3	2232.00
ECEF_Eye_TRINITY_DN21071_c0_g1	2462.00
ECEF_Eye_TRINITY_DN21072_c0_g1	1309.00
ECEF_Eye_TRINITY_DN21075_c1_g1	1117.00
ECEF_Eye_TRINITY_DN21076_c0_g1	2400.00
ECEF_Eye_TRINITY_DN21081_c0_g1	858.00
ECEF_Eye_TRINITY_DN21082_c3_g2	1236.00
ECEF_Eye_TRINITY_DN21086_c0_g1	2406.00
ECEF_Eye_TRINITY_DN21090_c0_g2	1431.00
ECEF_Eye_TRINITY_DN21091_c0_g1	2162.00
ECEF_Eye_TRINITY_DN21092_c2_g1	2878.00
ECEF_Eye_TRINITY_DN21092_c4_g1	770.00
ECEF_Eye_TRINITY_DN21097_c0_g1	3213.00
ECEF_Eye_TRINITY_DN21099_c0_g3	4112.00
ECEF_Eye_TRINITY_DN21111_c0_g1	4233.00
ECEF_Eye_TRINITY_DN21117_c1_g1	1905.00
ECEF_Eye_TRINITY_DN21119_c0_g1	3366.00
ECEF_Eye_TRINITY_DN21120_c0_g1	3000.00
ECEF_Eye_TRINITY_DN21121_c0_g1	3072.00
ECEF_Eye_TRINITY_DN21129_c0_g1	3820.00
ECEF_Eye_TRINITY_DN21130_c0_g2	2204.00
ECEF_Eye_TRINITY_DN21131_c0_g2	2279.00
ECEF_Eye_TRINITY_DN21134_c0_g1	5222.00
ECEF_Eye_TRINITY_DN21138_c0_g1	2760.00
ECEF_Eye_TRINITY_DN21149_c0_g2	517.00
ECEF_Eye_TRINITY_DN21149_c0_g4	1444.00
ECEF_Eye_TRINITY_DN21154_c0_g1	589.00
ECEF_Eye_TRINITY_DN21158_c0_g1	2614.86
ECEF_Eye_TRINITY_DN21159_c0_g1	530.00
ECEF_Eye_TRINITY_DN21162_c1_g5	2205.00
ECEF_Eye_TRINITY_DN21167_c3_g1	3770.00
ECEF_Eye_TRINITY_DN21168_c0_g1	3042.00
ECEF_Eye_TRINITY_DN21171_c0_g1	3455.00
ECEF_Eye_TRINITY_DN21173_c0_g1	3840.00
ECEF_Eye_TRINITY_DN21184_c0_g1	1760.00
ECEF_Eye_TRINITY_DN21190_c0_g1	3035.00
ECEF_Eye_TRINITY_DN21196_c2_g1	2002.00
ECEF_Eye_TRINITY_DN21199_c1_g1	2778.00
ECEF_Eye_TRINITY_DN21203_c1_g1	3170.68
ECEF_Eye_TRINITY_DN21204_c1_g2	3805.00
ECEF_Eye_TRINITY_DN21210_c2_g1	989.00
ECEF_Eye_TRINITY_DN21213_c0_g3	3267.00
ECEF_Eye_TRINITY_DN21219_c0_g1	4520.00
ECEF_Eye_TRINITY_DN21221_c0_g1	1684.00
ECEF_Eye_TRINITY_DN21225_c1_g3	3663.00
ECEF_Eye_TRINITY_DN21226_c0_g2	2963.00
ECEF_Eye_TRINITY_DN21231_c0_g1	1736.00
ECEF_Eye_TRINITY_DN21232_c0_g3	2799.00
